"binder";"docid";"class";"text"
"Tobacco800";"jhz25e00";"FirstPage";"Honorable Kevin Cahill Legislative Office Building Room 544 Albany, NY 12248 Dear Mr. Cahill: A bill currently making its way through the New York Assembly poses a the promotional marketing and advertising industries. This measure, Assembly Bill 7139, seeks to prevent tobacco use by mim other things, banning all cigarette advertising with the exception of ads t newspapers or magazines. This proposal is ill-conceived and potentially destructive to my industry, thousands of people in New York State. Studies both abroad and in the have determined that cigarette advertising plays a minimal role in an indi to smoke. Peer influence, and the influence of parents and older siblings dominant factor. Banning advertising, therefore, will not afFect the incid by youths. Besides being ill-suited to achieve its stated purpose, this proposal is unc Since the 1970's, the courts have ruled that commercial speech is protecl First Amendment. Unfortunately, by the time the courts get around to o measure, the economic damage will already have been done to my indusl others. I hope you will take the above into consideration and oppose the passagi Vice President, Marketing ENTERTAINMENT MARKETING, INC. Bill 7139. CJF/sa"
"Tobacco800";"jiy01a00-page02_1";"FirstPage";"                                                                                                                                                                                         t                                                                       CAöLe addretss.                                                                          PONVNATf AN                              (.JJtL                   <J(j&i£jZo-(^xrmn com/j                                           4 Division c“ äMeoiq:.Oifrj üranusjnc.   ^                                                       oc-nae-                                               700/7                                                       August 27, 1976 Mr. B. P. Pattis Mr. T. J. Venezia Mr. J. R. Niccmede Gentlemeni The following are our plans for the introduction of ■ PALL mat.t. Filter King Cigarettes in the entire Western Field area -       Supervisors comiaence booking Orders       -  Sept.          7, 1976       Circular dated Sept. 20        will be mailed       - Sept. 17, 1976       First deliveries to the    trade           -  Sept.         20, 1976       Perioö of offer         -                             Sept. 20 through             Oct. 1, 1976       Start of advertising              - Week     of   Sept. 27, 1976       Sales Organization begins coverage           -          Sept. 27, 1976 Cartons of PALL MALL Filter King Cigarettes for use in booking introductory Orders are being shipped. A list of the shipments made to Supervisors in your Section is enclosed. We have requested that these cigarettes ba shipped to arrive during the week of August 30 but no later than Friday, September 3. The necessary tax stamps should be affixed before using these cigarettes to book Orders. We are mailing today to all Supervisors involved an advance proof copy of the Circular, plus Plan of Operation Prior to Open-ing Date and Military Letter- A copy of each of these items is enclosed with this letter for your reference. We are also mailing a copy of the invoice and list of accounts to those Supervisors receiving shipments and involved in book-ing Orders.  1"
"Tobacco800";"jiy01a00-page02_2";"NextPage";"2 August 27, 1976 Complete instructions, copy of the Circular, Plan of Operation on Opening Date and Military Letter will be mailed to all nettibers of the Sales Organization involved prior to the start of coverage. No special Sales Routes will be furnished for this coverage. cc: Mr. J. Toledo Route List       Mr» A. J. Sosa Route List       Mr■ C. E. Henderson Route List       Mr. W. C. Sloan Route List       Mr. J. W. Sdghill Route List       Mr. M. M. Elliott Route List       Mr» P. S. crom Route List       Mr. J. H. Wells Route List       Mr» P. P. Paoluccio^ Enclosures       Mr. C» H. Müllen"
"Tobacco800";"jke80e00_1";"FirstPage";"LORILLARD. INC. • ONE PARK AVENUE, NEW YORK, N.Y. 10016-5895 • (212) 545-3000                                                        August 22, 1989 Mr. Jeffrey L. Bluestein Vice President Harley-Davidson 3700 V. Juneau Avenue P.O. Box 653 Milwaukee, WI 53201 RE:    Harley-Davidson  Ciqarettes Dear Mr. Bluestein: By the way of this letter I would like to introduce myself and bring you up-to-date on Harley-Davidson cigarette marketing activities at Lorillard. I am the newest member of the Harley-Davidson marketing team and share responsibility along with Andy Pasheluk and Victor Lindsley in developing Harley-Davidson cigarettes. Currently, we are proposing to test Harley-Davidson cigarettes in three new markets - Portland, Oregon; Eugene, Oregon and, the state of Arkansas. We also plan to re-introduce Harley-Davidson into Indiana with a new marketing strategy. We have developed a new Full-Flavored product along with a Lights product. Both these products will be tested in all markets. In addition, we will be offering Harley-Davidson cigarettes at different price points. In Portland and Eugene, Harley-Davidson will be sold at full price (as tested previously in Indiana) and in Indiana and Arkansas, Harley-Davidson will be sold at a reduced or ""generic"" price. In accordance with our contract with you, I have enclosed one set of full size and one set of reduced size reproductions of point-of-sale piece mechanicals we are producing for these tests. In addition, I have enclosed reproductions of our advertising material."
"Tobacco800";"jke80e00_2";"NextPage";" Page 2  Mr. Jeffrey L. Bluestein Generally, the point-of-sale pieces we will produce for our test markets mirror pieces produced in the past. However, you will notice that there are three versions of each piece. Pieces that simply indicate ""Full Flavor and Lights"" are being produced for Portland and Eugene; pieces that have a ""Generic Price"" shield are being produced for Arkansas; and pieces that have a ""New Generic Price"" shield are being produced for Indiana. Actual pieces of all point-of-sale material will be available and forwarded to you as soon as possible. Sincerely, Constance Fassuliotis Assistant Brand Manager /ec cc:   R. Goldbrenner       V. Lindsley A. Pasheluk       G. R. Telford T. H. Mau"
"Tobacco800";"jnx54f00_1";"FirstPage";"                                                                               AT 625 (1 -91) ^^SiTHE                                                      Memorandum         AMERICAN gjP^ TOBACCO PS03P COMPANY TC Mr. R. S. Sprinkle, III                                Da*  5/1/92     Executive Vice President - Research & Quality Assurance From R. H. Ligon     General Manager - Leaf Purchases ri.-i Tobacco Samples Enclosed are tobacco samples on which we would appreciate your sending us an analysis:                       From: Casalee America Corp.                              Winston-Salem, NC                                 MEXICAN BURLEY Our Grade               Crop KX-Mex              1992 ECW:MKH G2-92                                          Dealer1s Grade   BXCA cc:   Mr, R. M. Bouse       Mr. J. H. Hager"
"Tobacco800";"jnx54f00_2";"NextPage";"received  MftV 1 'WZ DE.PT- Of r"
"Tobacco800";"jon00a00";"FirstPage";"The Council for Tobacco Research-U.S.A., Inc. Supporting Biomedical Investigation                                                                 900 Third Avenue New York, NY 10022 (212) 421-8885 Arthur D. Eisenberg. Ph.D.     Associate Research Director                                                                     March 29, 1993         Ana Campa, Ph.D.         Department of Biochemistry         Universidade de Sao Paulo         Faculdade de Ciencias Farmaceuticas         Cidade Universitaria ""Armando de Salles Oliveira""         Caixa Postal 66.355 - CEP 05389 Sao Paulo, BRAZIL         Dear Dr. Campa:         Thank you for your interest in our program of research Support. I am pleased to enclose our Statement of Policy, Information for Applicants and a recent Annual Report that lists currently supported grants and contains abstracts of papers that have appeared over the last year acknowledging support from The Council for Tobacco Research.         Our two-step application process is described on a separate enclosed sheet; it addresses several topics including eligibility, funding levels, award duration and specific instructions for submitting a Preliminäry Application. Each application is reviewed by members of our Scientific Advisory Board, a panel of established biomedical scientists who serve as our peer review committee.         Briefly, applicants must be faculty level scientists having appointments at not-for-profit institutions. The Council supports independent investigator-initiated projects (one, two or three years) in a variety of biomedical research areas. In the event you receive an award, annual, non-competing renewal applications are required and continued funding is based on your progress and the materials you submit with the renewal request forms.         The Council encourages proposals from younger researchers, but as you will see from the Annual Report, a number of our awardees are established scientists. Complete scientific freedom is assured and our only expectation is publication of research results in appropriate peer-reviewed journals.            encl.            A"
"Tobacco800";"jpi68d00";"FirstPage";"April 9, 1973 Mr. A. G. Moore Weekly Report - April 1-6. 1973 Project 2903       G-7 Extract Evaporation       The aeratlon extract evaporator was operated for three days to permit short test runs on use of extract in the 25 to 30 per cent solids content ränge. The following data was obtained while feeding extract to the wet end sheet on No. 4 Dryer while it was running at 280-285 ft./min. inlet sheet speed. Dev. Lab. Anal.    Z Solid                 Spray   Pressure______________________Wet End Extract Feed_____________________  in Extract                   PSI_________________ g.p.m.        Ib./min. Total lb./min. Solid     20Z                       12                    2.1                  19.2                   3.8     30.5%                     12-15                 2.3                  22.0                   6.7     25Z                       15                    2.6                  24.0                   6.0     27.5Z                     15                    2.6                  24.2                   6.7 The 20% extract was normal plant material which can be sprayed at 12 PSI with a 0.093 in. dia. nozzle without appreciable spotting of the G-7 sheet. The other 3 concentrations all spotted the sheets but dried without any tackiness. This showed that the concentrated extract will be satisfactory if the spotting is corrected. Tests have been started using smaller nozzles and higher pressures to atomize the concentrated extract to a greater degree to improve sheet coverage. on R. V. Neel RMN:lc Wog"
"Tobacco800";"jrk44a00";"FirstPage";"'FROM                  (TUE) 09.30’ 67 21:07/SO): 44/SO. 3566666595^P        , Wachtell, Lipton, Rosen & Katz maRTIN UP tqn HERBERT M WaCHTELI. THEODORE ae^CRT7 BERHaRO W NuSSBAUM «1HMD Q KAYCHER OOUGLaS S- LicdmaFSKY STEVEN H. BAKNA CHARLES T. REOCRRICK CH ATM J PORTftANS PETER C. CANELLCS MICHAEL ■< schwaDTZ ALLAH A, HABTIM BAHRT Ai »RTEB LAWRENCE B. PEDQWir/ ROBERT? Br HA7UB baul wizcarrshDO. JR PETER Q. ME>h MAROLD 3, Hovimprr DAVID M.ElNHORM KEHHCTH C. rOAHEßT METER «. KOPLO""» Theodore k. mikvis Edvard s. hcrlihY n ICH Alto o. fsihtuch OAhiEL A. HC Fr CRiO Hi ROTH «taBAEH «, STERN AHO BE* K. BROWN BTt; IN HtauEL H. BTOWITZ PAUL P-ROrre MICHAEL D.BEHHeR HARC WgLU»T DAVtD ORUEHSTCIH PaTRICiA a vlamaKIS STCFhEN q. dellhah BETH A hablaH □ARBAftA ROBB1HS &TCVCN Al AOEENDLUM PAMELA Äi ocymon STEPHANIE J. CELlSMAN ERIC S. R0SIHBON DL HOTT V. STEIN JOM"" F> BaVAHCOC SCOTT K.CUABLCS ANDREW C. MOUFTom BHILIR WINOLIN DaVID S. NEILL JOdi J- 3CHWARTZ aO»H O. EM H ERICH CBAIC H. WABBEBNAN ADAM D. CM IHN SEORGE T. COMWAT IM ralph h> lbvcnc bicmarB ft. HAG OM KAKEN B. BAU CO EP □DUftLAS A. MATER DAVID M. BlLll BOB IN PAKCVEa DAN ID Ai KATZ JOHN C. COAT ES IV MITCHELL E- pbCSSER ILENE KNABLC OOTTS jcrmn r. ioffa DAVID H, NDBPUT jcrrutr h. mimt her                                                   Sl WEST 5SNO STREET                                                  NEW YOdK. H.T, IOOIS-eiBO TELEPHONE* tZ>2>     IOOO                                                  FACSIMILE: tB!2| -*03*2000                                                                 2Z f NIEST MONROC STREET CHICAGO, ILLINOIS GOCOC TELEPHONE* t3lt I 136-6060 FACSIMILE: (2)2) 12&-S5BS                                                                         GEORGE A *AT*nP6S-l9BB> jamE& h focelrdn fiaS7-iPPii                                            October 1, 1997                     COUNiet LEONARD M ROSEN normaN redlich             lawAEMCC p Kins  JOHN H HICMMaN            FCTER O Men kn NA                                                                                    AMT R WOLF nein FEDcr TREVQR 3, mQRWITZ TONI Pr ITSaHCR BTKVCN N ABPAMOMirZ GRADLET Ar ROBIKB STUAflT C. BEAMAH nah CT Ml CLARK TO£MEVED COM DM BEN H. GERMANA OaVJD R. LUNIK ANDREW J. NWNBBAUM RACMELLE SILWCRBCDC DTE-nCh f! BLACKLDexS DAVID C. MMN STEVKH A.COrlEN RONALD e. PHILLIPS ERIC L- PRESS GAVIN O. SOLOTAR AORICNNE ATKINKON JUDITH O, PCOERRUSH Lawrence oerpcm^cr david c. amRP RARDAnA Si SOHL TKRCNCC S. LSIOMTON NIRIAH P. LONSCMAMP KEVIN D. PEEO COWARO A_ STCLZert REITH H. Hftrpoac HaRC D. AEHLET jDShUA r. cammakER SETH GARDNER MaRK COBD0N Bahrt R. KLEINER JOBERN A. LamaSA ul JOSEPH Sr LARSON LaWRDN=C 3- MaKOW THaO Pr katlOck MELaNIE L. DK MORN euoenc F- stein GH EG ORT P. TAX in kheena wricht SCDTT L. BLACK eriEGORT r.dlaTT JAMfiG COLC.Jfl, NANCY D. OKEENBAUM FPANK L. MILLER MATTHEW 1. MILLER JUÜUS R. DORWARZ ALEXANDER SMAKNES SaRAH k. SteaSSER 8ART M. DWIbLER WAV NE W. TU The Honorable Orr in G. Hatch 0nited States Senator Chairman/ Committee on the Judicxary United States Senate Washington./ D.C. 20S1G-6275 Dear Senator Hatch:             I am enclosing answere to the     gnestions of Senators Leahy    and Kohl that you forwarded                to me on July 28, 1997. The answers have been prepared as responses by all of the Companies that are parties to the settlement, thus they reflect a joint industry response rat her than the response of only one Company or a personal response by me. Each of the cigarette manufacturers has determined to respond to Senator Kennedy's guestion individual ly and individual Company responses to those questions will be delivered today or tomorrow to you and to Senator Kennedy.             I personally regret the                             delay       that has been entailed in responding to these guestions. I would have hoped that responses could have been completed earlier than now. The attention that members of the Committee have paid to this matter is deeply appraciated. I hope that the tardiness of the responses has not excessively complicated the work of the Committee. MGK/tv  OO  OJ  o\  ro  ro  CM"
"Tobacco800";"jrp2aa00-page02_1";"FirstPage";"                                              HKB2287064                       UNIVERSITY OF MANITOBA FACULTY OF NIEDICINE                                   DEPARTMENT OF PATHOLOGY AREA CODE 20«                                                                                 770 BANNATYNE AVE. TEL. 7BE-3S37                                                                                 WINNIPEG 3. CANADA                                                                                                R3E 0W3. December 5, 1972.    Robert C. Hockett, Ph.D.,    The Council for Tobacco Research,    110 East 59th Street,    New York, H. Y. 10022 U.S.A.    Dear Doctor Hockett:             Safely back in Winnipeg where we are shivering in -20° weather, 1 wista to thank you for inviting me to the Conference on the macrophage. Taken as a «hole I thought tbe Conference was valuable although I must admit to some synaptic overload during the first part of the Friday morning session.             As 1 left you asked for comments, so perhaps I may pinpoint the particular areas that impressed me.             Ön the first day, the work of Joseph Guarneri continues to impress me; here is a wealth and depth of knowledge and the combination of in-vivo and vitro models has much to off er in the elucidation of disturbed macrophagic function.    It became clear, as the discussion progressed, that there are significant gaps in Our knowledge about bactericidal mechanisms in the lung. Is it related sblely to the macrophage or are other factors such as Surfactant involved too?             The two papers on scanning electron microscopy were fascinating and, of course, very beautifully presented. 1 think it was interesting to see the surface changes in the adapted or angry macrophages but tbe long ränge significance of this is doubtful. S.E.M. may perhaps, because of its low magnification, be of some use in quantitative studies, but 1 don't see it as a major investigative tool.             After lunch on Thursday, the papers of Cross and Mustafa emphaeized an important parameter, the metabolic adaptive changes that occur when the macrophage is irritated in any way. It is important to look at the macrophage in this way since it is becoming apparent that the adaptive capacity of the macrophage is great and only when this capacity is exceeded may we expect trouble."
"Tobacco800";"jrp2aa00-page02_2";"NextPage";"Dr. R.C. Hockett - 2 ~ December 5, 1972.                                                                           H K02287065         Of the Friday sessions 1 was particularly impressed with Jim Travis' approach to protein cbemistry and the utilization of his meticulous techniques for thfe investigation of proteolytic enzymes. Here is a bullt in quality control for any experiments your other grantees may conduct in this difficult field. The work he is doing is basic and of high quality.         In the final paper, Shirley Kaufman demonstrated once again her sound grasp of the cytodynamics of the lung. She has developed a reliable and repro-ducible model for cellular quantitation; now she has to decide what definitive experiments can be built around this precise model.         These are hurried and somewhat extemporaneous comments but if I don't write them down and mail them to you today, chances are that you111 nevcr have any comments at all!         Once again, my thanks to you and your staff for a delightful and thought provoking meeting. It is hard to document the benefits that accrue from personal interchanges during such a small meeting, but I'm certainly glad I came.         With best wishes.                                          Yours sincerely                                             Drummond H. Bowden, M,D. DHB/em. Enc."
"Tobacco800";"jrs9aa00";"FirstPage";"•v . CT ft UaaA* *M                       s?VdL~ CZ^  11                 <z4^  ""   J~     ^  LO 'IhtO                                                                                                /(T7Q       <PS ._&€Sjt7f*<l '        ^  sXAJUL-djt^fcf^"
"Tobacco800";"jtj30e00-var";"NextPage";"■tö 4X :r 88357540"
"Tobacco800";"juo75f00_10";"FirstPage";" TUE AMERICAN TOBACCO COMPANY  OPEN GAPITAI PRQJECTS REPORT   AS OF SEPTEMBER 30,1990                                                                      CAPRAL      ..                    EXPENSE '/'r.:              . .. :: MBCM                               C,a;R JOB AÜTH AllTH PRIOR            COFtRENT QUARTER            PRtOR   CURRENT QUARTER                  ;CQMP-;:;;:\ ^    - : JOB DESCHIFTTON:/ .? f.:\;L ? V. . CJUTTAL EXPENSE PERIOD MQNTH;: TQDATE TOTAL .;:. PERIQO MQNTTI :: TQPATE TOTAL BALANCE OAT^ REIDSVILLE    CET PRODUCTION FACILITY        ■1     5977   10,101,725   675,000  ß,122,400    135,689   642,766        0,785,168     445,045 15,631   102,604    547,730 1,463,027  12/90 1       fREtosViLLg;; l 48ÖQ0SQFTGEt RROD BLDG       AT203 5897     3,475,000    20,000 3,571,649.     21,171    11,022 .: 3,582,67-1: • •• 79;fi64.                      79,864 •••(167:525) :109b?: y   REIDSVILLE    13 HAUNI LASER 250S/LASER EQIP AT214  6080    4,200,800    90,200  3,566,244      5,927    33,606        3,599,852      11,9^4              285     12.209    678,939 06/91 1       REIDSVILLE    10 HAUNI ROLL LABEL ATTACHMENT AT220  5852    1,110,000    50.000    813,263               57,123          070,386      37,039    8,034  16,190     54.029    235,585 12/90 1       RHDSV1LLE     6 G.D. OVERWRAP ATTACHMENTS    AT221  5944    1,163,622    15,000    995,740     23,207    60,777        1,056,517          36            1,032      1,118    120,987 12/90 1       REIDSVILLE    4 FILTR0NA CTS405 TEST STATION AT223  5945      357,200              307,660                  206          307,866           0                           0     49,334 12/90 1       reidsville    UPGRADE CUTTOBACCO HULK        AT224  6016      779,000   207.000     68,865     20,317   103,262        ' 172,127           0 30,004    40,272     40,272    773.601 04/91 1       RQOSV1LLE     AS/400 COMPUTER SYSTEM         AT226  6049      672,000   103.800    646,699      2.625     2,625          651,524      29,636 (2,609)    (216)     29,420     94,356 09/90 1       REIDSVILLE    MATERIAL MANAGEMENT PROGRAM    AT227  6050      565,000   607,000    398,281        557     7,892          406,173     133,626    5,705  14,329    148,155    617.672 12/91 1       REIDSVILLE    1 HLQH SPEED CIGT. PRODUCTION  AT22S  6119    3,487,500    60,000    529,695  (124,293)   800,228        1,430,123       6,994 (1,404)    3,264     10,258  2,097.119 10/90 1       REIDSVILLE    2 FOCKE MODEL 485 CASE PACKERS AT229  6114      468,600    16,000    443,071                               443,071       1,569                       1,559     39,970 09/90 1       REIDSVILLE    OVERHAU LJUPGRADE 20 PROTO/MAX AT230  6150   16,616,000   538,800    460,064    469,155   586,953        1,067,017           0 15,256    15,461     15,461 16,072,322 12/92 1       REIDSVILLE    PURCHASE 9 GDX-1 PACKERS       AT231  6168   13,726,000   918,000    468,744     13,630 1.499,003        1,967,747           0                           0 12,673,253 06/92 1       ADMIN CTR     LEASBINSTALL COMPUTER & SOFT   AT232  2203      816,000              585,398        261   (1.239)          584,159      47,844                      47.644    183,997 02/95 1       ft&QA         HVAC REPLACEMENT               AT233  1529-     240,000         0     52,025     43,514   122,161          174,186           0                           0     65,814 12/90 1       | REIDSVILLE  ENLARGE & RENOVATE CAFETERIA   AT234 6183 :    738:000.  100,000.    192,796  : 240,349 622,603 :        615,399:!      47,476    7.690 19,956?     67,432   (44;831) I0f90 : : T   REIDSVILLE    DIRECT CYUNDEfi CONDmONING     AT235  6210    2,605,000   175,000          0    (5,166)   (5,166)          (5,166)           0                           0  2,905,166 04/91 1       ADMIN CTR     AUDIX VOICE MESSAGE SYS/UPGRAO AT236  2216      659,245               96,955    292,757   353,252          450.207           0                           0    109,038 07/90 1       REIDSVILLE    100MM 5LIMS HARD BOX COMPLEX   AT237  6223    2,647,000   350,000          0                                     0           0                           0  2,997,000 04/91 1       REIDSVILLE    15 GRANl 1UHE CONVERSION KITS  AT3XX 6152               1,524,000          0                                     0     411,183 (46,351) 044,412  1,055,595    468,405 12/91 1                                                                  64,527,692 5,436,300 21,441,949 1./139:700 4,897,078       26,339.027   1,253:277 40,670-  Ö57;669 .2,110;94B 41 £14,019                                                                                                                                                                                          : ?.: ”j]lNDICATES JOB IS OVERSPENT SCOPE 1-AT JOBS/$400,000 & ABOVE SCOPE 2-JOBS FROM $200,000 TO $399.999 SCOPE 3=JOBS FROM $100,000 TO $199,999 SCOPE +-JOBS FROM $25,000 TO $99,999 SCOPE 5-JOBS UNDER $25,000 SCOPE 6-VEHlCLES"
"Tobacco800";"juo75f00_11";"FirstPage";" THE AMERICAN TOBACCO COMPANY  OPEN CAPITAL PROJEKTS REPORT   AS OF SEPTEMBER 30.1990 CAPITAL                                         EXPENSE                                    MECH            C;A,R. JOB                            ALTTH   AUTH         PRIOR; CURRENT QUARTER          PRIOR : CURREffT QUARTER:                          • COMP: . < TL   : LOCATION : JOB DE9CRIPTKJN #                  CAPITAL    EXPENSE    PERIOO   MONTH TO DATE   TOTAL; PERIOD MÖNtii TOOAtE               TOTAL        BALANCE DAlksOdPE   mvmus      : NEW PRODUCT CODING: SYSTEM ; 6071   133,500   231.000 102,817::          15-305 116*122. .242,934          ::.2S'3i5P:           268.204                     REIDSVILLE SLIVER REMOVAL EQUIPMENT       6073   256,000    20,000    40,352  25,643 103,069  151,441        0    4,299            4,795        4,795 119,764 01/91    2  REIDSVILLE TOBACCO CONVEYING EQUIPMENT    6091   312,100    35,000 121,511            38,124  159,635  100,950                    77,445      156,295  1,170 10/90     2  REIDSVILLE 2 AIR DRlERS/MODlFY AIR DIST   6100   244,800           206,406    31.141  32,405  230,613        0                                      0 5,987 1 2/90     2  REIDSVILLE CARBON BEO UNIT                6101   185,000    35,000 136,679       203     606  137,265   40,314                       334       40,640 42,067 01/91     2  REIDSVILLE DUST COLLECTION SVSTEM         6142   246,000              71,017          26,255   99,273        0                                      0 140,727 07/91    2  REIDSVILLE DISPOSALOF ASDESTOS/POWER PLA  6145           232,000           Ü                        0   63,134   29,235           03,538      151,672 130,320 01/91    2                                                 1,379,400 603,000 ■ 686.764    56,987 217,735  904,569  460.232 • 33,534 ••-19:1:',462':- :;65 li.,694 426,137             j]|ND(CATES JOB IS OVERSRENT SCOPE 1-AT JOBS/$400,000 & ABOVE SCOPE 2-JOBS FROM $200.000 TO $399,999 SCOPE 3-JOßS FROM $100,000 TO $199,999 SCOPE 4=JOBS FROM $25,000 TO $99.999 SCOPE S=JOBS UNDER 525,000 SCOPE 6-VEHICLES   l"
"Tobacco800";"juo75f00_12";"NextPage";" THE AMERICAN TOBACCO COMPANY  OPEN CAPITAL PROJECT3 REPORT   AS OF SEPTEMBER 30,1990                                                 C-A.FL JOB AUTH       AUTH      PRIOR   CURRENT QUARTER              PRIOR: CURRENT QUARTER                    CÖMP :              LOCATION          JOB bESCRIPTlON :           : *        CAPITAL      EXFENSE PERIOD   MONTH ! TO DATE total ::    PERIOD  MQffTH  TOÖÄTE TOTAL    BALANCE   bATESCOPe :                  M CTAPHQR PHASE II :: : i: r :: :          1092   : 69,345   101,600  77.711                             1Q2;410                  102-410 :: : tä.TTB)- Q6/9Öp:  s|   MGTCTR     TAPP HARDWARE/SOFTWARE               1104       170,700        4,000       0   23,508  32,266   32,266         0                        0   142.434 01/90        3    LEAF SERVICES REPLACE ROOFS #21 ,G UTTERS/SEAL  5554                    100,000       0                         0         0          52,625   82,625    47.375 12/90        3    REIDSVILLE 34 ACCURAY SOURCE DET,               5662                  106,040         0                         0    93,567                   93,567    12,473 12/90        3    REIDSVILLE REMOVE CONDmONlNG CYLINDER           5699       130,200        6,000  96,625                    36,825         0                        0    49,375 12/90        3    REIDSVILLE COUPON INSERT ATTACHMENTS GD         6072           9s,aoo    15,000  93,961    3,114   9,560  103,641         0                        0     8,259 12/90        3    REIDSVILLE IN-LJNE BANDING                      £112       140,000       10,000  31,162   10,955  10,955   42,137         0                        0   107,863 12/90        ■ 3  REIDSVILLE 2-SHAKER COOLER CONVEVORS            £169       162,500        2,500  64,960            8,235   73,195         0                        0   111,805 02/91        3    REIDSVILLE CONDRIONING SYSTEM                   £167       130,000              112,236   10,589      29  112,267         0                        0    17,733 11/90        3    REIDSVILLE FREIGHT ELEVATOR IN BLDG. 12         6173       146.000       35,000       0                         0         0                        0   181,000 04/91        3    REIDSVILLE 10 self CLEANING CONVEYORS           6174       162,200       17,000       0    3,560  86,237   86,237         0                        0    92,963 12/90        3    REIDSVILLE LGTH CHG PARTS FOR MAKERiTIPPR       6166                    160.000       0                         0     1,087   2,031  14,949   16,039   133,964 12/90        3    REIDSVILLE CONVERT 1 HAUNI RING TIPPER          6108                    160,000       0                         0         0                        0   160,000 12/90        3    REIDSVILLE SPRAY OVERSHOT EQUIPMENT             6211       145,000                    0    5,966   5,960    5,968         0                        0   139,032 12/90        3    REIDSVILLE 9G-METAL HYLIYE LIGEDS               6222       173,000                      (17,712)  23,755   23,755                                      149,245 02/91        3    REIDSVILLE CRISP AUTOMATION SYS PHASE 1         6239       115,400                                                                                     115,400 03/91        3    HANMER     CONSULTANTAMASTE TREATMENT           649                     125,000       0  (9,626)       0        0    59,892  14,303  30,458   90,350   34, SSO 12/91        3                                                               1.661,145: "" 832,140 466,697   30,456 177,005  643,902 : 256,956  16.334  98,032 -$54,986 1,494,395                   ]lNDICATESJOB ISOVERSPENT  SCOPE 1-AT JOBS/$400,000 & ABOVE SCOPE 2-JQBS FROM $200,000 TO $399.999  SCOPE 3=JOBS FROM $100.000 TO $199,999 SCOPE 4=JOBS FROM $25,000 TO $99,999  SCOPE 5=JOBS UNDER $25,000 SCOPE 6-VEHICLES"
